
Proba Proba 1 - 200 Meters freestyle

Seria 1
Culoar;1;;;;00:00:00
Culoar;2;;;;00:00:00
Culoar;3;;;;00:00:00
Culoar;4;Badea Ion Sfantul;Moldova;55 - 59;03:10:00
Culoar;5;;;;00:00:00
Culoar;6;;;;00:00:00
Culoar;7;;;;00:00:00
Culoar;8;;;;00:00:00

Seria 2
Culoar;1;Mieczystaw Sieradzki;Poland;35 - 39;02:43:00
Culoar;2;Bastien Labille;France;35 - 39;02:34:50
Culoar;3;Gheorgeta Fana Buna;Moldova;55 - 59;00:38:35
Culoar;4;Maroš Vršan;Slovenia;45 - 49;00:34:35
Culoar;5;Sulhi Demirbüken;Romania;40 - 44;00:37:35
Culoar;6;Aleodor Craciun;Romania;40 - 44;00:39:35
Culoar;7;Jan Mesesan;Romania;40 - 44;02:40:00
Culoar;8;Cezar Zamfir Stricatul;Moldova;55 - 59;03:04:00

Seria 3
Culoar;1;Sebi Stanescu;Romania;40 - 44;00:34:35
Culoar;2;Ionel Sârghi;Romania;25 - 29;00:33:35
Culoar;3;Rafael Swinburne;England;25 - 29;00:31:35
Culoar;4;Marius Mititelu;Romania;25 - 29;00:27:35
Culoar;5;Gizela Ioan Sfanta;Moldova;55 - 59;00:30:35
Culoar;6;Aurel Ciorea;Romania;45 - 49;00:31:35
Culoar;7;Peter Larsson;Sweden;50 - 54;00:33:35
Culoar;8;Ovidiu Radu;Romania;40 - 44;00:34:35

